Date,Open,High,Low,Close
11/03/20, 945.44, 952.99, 941.61, 949.92
11/02/20, 925.81, 928.92, 917.32, 928.82
10/30/20, 909.98, 919.01, 902.31, 911.89
10/29/20, 891.37, 921.46, 886.36, 917.67
10/28/20, 911.64, 911.64, 896.12, 896.73
10/27/20, 938.73, 941.76, 931.99, 934.75
10/26/20, 957.96, 959.48, 937.07, 942.04
10/23/20, 962.23, 973.06, 959.50, 967.94
10/22/20, 945.39, 957.72, 941.87, 956.12
10/21/20, 941.16, 957.04, 940.75, 943.40
10/20/20, 943.06, 955.19, 939.11, 939.78
10/19/20, 944.91, 960.30, 934.79, 935.56
10/16/20, 937.43, 944.86, 931.49, 938.25
10/15/20, 914.12, 937.92, 912.13, 936.80
10/14/20, 930.41, 939.00, 930.32, 932.52
10/13/20, 921.85, 931.10, 916.87, 927.10
10/12/20, 942.57, 942.57, 935.68, 937.68
10/09/20, 961.06, 962.51, 933.73, 941.99
10/08/20, 944.95, 951.79, 938.91, 950.23
10/07/20, 926.68, 943.13, 926.68, 939.86
10/06/20, 936.84, 937.36, 912.15, 915.42
10/05/20, 911.30, 932.05, 911.30, 930.50
10/02/20, 873.59, 907.10, 873.59, 901.55
10/01/20, 886.12, 894.37, 881.87, 889.55
09/30/20, 881.09, 896.31, 877.59, 882.48
09/29/20, 890.11, 893.89, 876.06, 877.04
09/28/20, 897.04, 901.72, 889.55, 891.68
09/25/20, 858.90, 876.58, 856.97, 874.56
09/24/20, 863.39, 884.30, 854.81, 869.21
09/23/20, 877.17, 890.03, 865.95, 866.23
09/22/20, 886.49, 889.23, 872.96, 881.55
09/21/20, 911.76, 932.81, 873.59, 884.03
09/18/20, 938.83, 956.02, 932.21, 932.81
09/17/20, 910.19, 942.37, 907.04, 939.45
09/16/20, 917.67, 929.16, 911.05, 919.94
09/15/20, 913.47, 921.46, 907.73, 916.48
09/14/20, 899.19, 906.59, 892.37, 904.67
09/11/20, 883.65, 900.64, 883.65, 890.82
09/10/20, 892.54, 894.15, 873.55, 873.55
09/09/20, 888.95, 893.77, 884.12, 888.63
09/08/20, 879.12, 885.70, 866.63, 872.38
09/04/20, 899.36, 904.12, 880.51, 899.31
09/03/20, 901.69, 909.69, 880.05, 888.26
09/02/20, 905.77, 908.22, 894.42, 907.26
09/01/20, 885.11, 902.92, 881.08, 902.91
08/31/20, 895.52, 896.58, 880.94, 881.22
08/28/20, 882.69, 896.90, 881.92, 896.20
08/27/20, 884.34, 885.68, 867.49, 875.69
08/26/20, 883.20, 889.05, 874.82, 879.55
08/25/20, 885.46, 887.27, 870.81, 883.45
08/24/20, 878.84, 885.87, 877.21, 885.72
08/21/20, 876.70, 878.60, 864.34, 868.51
08/20/20, 871.42, 891.31, 870.57, 888.84
08/19/20, 899.39, 905.58, 888.32, 889.02
08/18/20, 901.48, 904.52, 896.67, 898.31
08/17/20, 895.38, 901.78, 887.26, 890.96
08/14/20, 877.28, 888.77, 877.01, 886.70
08/13/20, 884.31, 889.91, 879.11, 882.47
08/12/20, 899.08, 900.27, 884.80, 890.78
08/11/20, 900.13, 903.04, 885.14, 887.26
08/10/20, 865.93, 887.29, 865.93, 886.70
08/07/20, 848.88, 856.63, 843.10, 856.57
08/06/20, 864.88, 868.84, 861.33, 862.99
08/05/20, 866.03, 879.36, 865.88, 870.02
08/04/20, 833.36, 844.29, 831.83, 844.29
08/03/20, 831.35, 840.60, 827.16, 837.48
07/31/20, 832.81, 832.93, 817.06, 821.40
07/30/20, 837.70, 840.68, 824.76, 838.06
07/29/20, 845.08, 856.01, 841.62, 853.87
07/28/20, 843.22, 845.81, 833.05, 833.73
07/27/20, 834.98, 852.09, 830.05, 851.68
07/24/20, 826.03, 832.78, 821.05, 830.81
07/23/20, 838.29, 846.52, 827.92, 831.59
07/22/20, 831.54, 839.42, 829.42, 838.65
07/21/20, 823.63, 836.73, 823.63, 830.89
07/20/20, 817.88, 823.80, 816.93, 819.58
07/17/20, 829.97, 832.38, 820.76, 821.47
07/16/20, 827.75, 834.25, 822.77, 825.60
07/15/20, 843.18, 843.86, 822.50, 834.67
07/14/20, 795.62, 828.08, 794.18, 828.04
07/13/20, 818.47, 823.85, 800.39, 800.45
07/10/20, 777.98, 803.54, 777.59, 803.53
07/09/20, 795.14, 796.33, 771.51, 777.93
07/08/20, 795.57, 801.75, 785.30, 791.85
07/07/20, 796.93, 802.43, 787.23, 787.28
07/06/20, 809.56, 811.28, 798.01, 805.84
07/02/20, 796.67, 808.42, 787.87, 790.09
07/01/20, 793.32, 794.55, 772.96, 779.85
06/30/20, 778.37, 795.14, 774.36, 791.98
06/29/20, 778.26, 791.86, 775.48, 785.50
06/26/20, 789.14, 789.95, 768.87, 770.20
06/25/20, 782.06, 800.30, 777.55, 800.29
06/24/20, 801.08, 801.69, 776.90, 782.74
06/23/20, 819.36, 822.37, 810.79, 810.79
06/22/20, 796.97, 805.30, 794.78, 801.58
06/19/20, 815.84, 818.00, 792.34, 795.46
06/18/20, 798.96, 814.35, 797.57, 808.29
06/17/20, 826.32, 828.39, 814.03, 815.56
06/16/20, 836.13, 843.27, 813.93, 830.16
06/15/20, 767.27, 807.61, 764.77, 802.38
06/12/20, 803.30, 812.98, 783.47, 800.65
06/11/20, 800.36, 808.74, 764.02, 765.56
06/10/20, 866.12, 867.89, 843.04, 846.35
06/09/20, 864.20, 869.20, 852.55, 867.83
06/08/20, 880.57, 888.88, 866.47, 887.90
06/05/20, 867.63, 880.39, 853.86, 858.03
06/04/20, 814.08, 833.92, 806.85, 833.71
06/03/20, 807.54, 821.97, 804.32, 817.57
06/02/20, 775.50, 789.49, 774.32, 785.91
06/01/20, 755.52, 767.13, 752.55, 761.80
05/29/20, 741.74, 752.61, 733.91, 749.21
05/28/20, 760.24, 760.24, 740.30, 742.38
05/27/20, 736.59, 754.62, 731.92, 753.87
05/26/20, 718.23, 725.22, 714.56, 718.45
05/22/20, 693.76, 693.79, 682.71, 692.50
05/21/20, 702.21, 711.46, 695.25, 696.52
05/20/20, 702.53, 713.94, 701.10, 703.07
05/19/20, 694.01, 704.38, 686.96, 690.71
05/18/20, 682.08, 699.40, 682.08, 697.24
05/15/20, 641.63, 653.04, 635.71, 645.87
05/14/20, 614.58, 641.48, 605.86, 641.48
05/13/20, 651.42, 651.52, 623.59, 630.72
05/12/20, 671.29, 682.39, 652.01, 652.01
05/11/20, 679.99, 680.50, 665.03, 667.95
05/08/20, 685.04, 702.07, 684.20, 702.06
05/07/20, 668.22, 679.04, 668.22, 671.22
05/06/20, 664.19, 667.50, 650.17, 654.91
05/05/20, 677.71, 689.14, 660.83, 661.38
05/04/20, 651.42, 669.44, 648.28, 667.90
05/01/20, 664.66, 674.04, 655.80, 662.22
04/30/20, 702.92, 707.55, 682.25, 685.03
04/29/20, 691.39, 729.06, 691.35, 725.12
04/28/20, 675.19, 681.32, 657.88, 672.57
04/27/20, 643.00, 666.01, 638.18, 661.96
04/24/20, 652.07, 654.38, 628.95, 636.46
04/23/20, 642.09, 665.90, 640.60, 644.96
04/22/20, 638.64, 639.48, 630.91, 635.97
04/21/20, 621.48, 628.17, 612.20, 623.61
04/20/20, 643.81, 651.98, 633.60, 636.54
04/17/20, 658.29, 663.51, 649.47, 660.67
04/16/20, 640.40, 640.69, 623.21, 634.98
04/15/20, 641.10, 641.39, 626.32, 636.37
04/14/20, 685.09, 693.72, 668.45, 673.14
04/13/20, 677.74, 679.21, 658.27, 669.82
04/09/20, 680.18, 694.19, 667.39, 675.34
04/08/20, 647.64, 668.25, 642.34, 663.18
04/07/20, 666.18, 668.87, 639.38, 640.73
04/06/20, 621.58, 637.20, 621.54, 632.95
04/03/20, 610.93, 617.25, 586.74, 593.23
04/02/20, 613.49, 633.54, 599.08, 615.85
04/01/20, 610.29, 625.35, 602.18, 606.93
03/31/20, 623.37, 647.03, 620.16, 630.61
03/30/20, 607.78, 615.88, 594.70, 614.17
03/27/20, 601.34, 617.60, 599.99, 603.19
03/26/20, 615.56, 639.66, 608.83, 634.69
03/25/20, 590.48, 624.57, 574.60, 603.34
03/24/20, 565.32, 583.41, 562.32, 582.20
03/23/20, 534.72, 538.98, 512.29, 520.97
03/20/20, 561.70, 583.15, 536.85, 539.41
03/19/20, 527.12, 562.03, 507.13, 552.98
03/18/20, 570.75, 573.56, 518.07, 530.45
03/17/20, 590.22, 620.79, 575.98, 605.07
03/16/20, 660.49, 660.49, 581.98, 584.41
03/13/20, 618.96, 670.58, 610.72, 668.14
03/12/20, 634.21, 634.21, 581.44, 594.56
03/11/20, 714.27, 719.34, 665.01, 680.51
03/10/20, 729.54, 740.65, 697.16, 736.91
03/09/20, 757.53, 757.53, 689.14, 689.90
03/06/20, 822.97, 829.85, 796.88, 806.55
03/05/20, 869.34, 871.22, 835.67, 848.37
03/04/20, 883.72, 894.02, 874.05, 892.63
03/03/20, 885.06, 907.57, 856.30, 866.61
03/02/20, 859.38, 878.58, 846.16, 878.47
02/28/20, 838.99, 860.03, 829.62, 854.34
02/27/20, 879.87, 896.29, 859.91, 866.21
02/26/20, 917.36, 925.32, 899.62, 900.44
02/25/20, 944.54, 945.37, 905.26, 910.98
02/24/20, 954.51, 954.51, 933.17, 939.61
02/21/20, 981.82, 986.76, 973.23, 985.83
02/20/20, 1001.03, 1003.69, 988.32, 993.01
02/19/20, 1001.96, 1010.12, 1001.31, 1006.51
02/18/20, 999.50, 1007.00, 992.82, 998.99
02/14/20, 1016.72, 1016.72, 1000.94, 1004.37
02/13/20, 1017.99, 1021.75, 1012.02, 1015.58
02/12/20, 1031.03, 1039.04, 1023.86, 1025.43
02/11/20, 1012.76, 1028.85, 1012.66, 1018.67
02/10/20, 1004.69, 1008.15, 997.59, 1000.77
02/07/20, 1021.11, 1021.11, 1006.79, 1009.04
02/06/20, 1047.54, 1047.54, 1029.64, 1031.54
02/05/20, 1031.54, 1034.78, 1025.02, 1031.98
02/04/20, 1002.88, 1018.71, 1002.80, 1015.77
02/03/20, 980.58, 988.71, 978.84, 984.10
01/31/20, 994.56, 995.14, 973.61, 977.23
01/30/20, 991.84, 1008.59, 985.27, 1008.40
01/29/20, 1012.79, 1016.17, 1005.17, 1005.65
01/28/20, 1019.10, 1021.65, 1007.97, 1011.17
01/27/20, 1024.85, 1024.85, 1004.15, 1006.92
01/24/20, 1072.56, 1072.56, 1042.66, 1051.57
01/23/20, 1071.21, 1074.90, 1054.63, 1074.10
01/22/20, 1079.33, 1084.88, 1074.12, 1081.45
01/21/20, 1089.34, 1089.34, 1066.52, 1068.72
01/17/20, 1098.01, 1099.87, 1090.01, 1097.23
01/16/20, 1092.98, 1094.15, 1083.25, 1087.07
01/15/20, 1098.19, 1099.07, 1083.96, 1088.30
01/14/20, 1095.93, 1108.52, 1095.76, 1103.00
01/13/20, 1081.92, 1098.62, 1080.29, 1097.49
01/10/20, 1086.21, 1092.16, 1075.91, 1077.63
01/09/20, 1091.39, 1092.17, 1079.46, 1084.98
01/08/20, 1087.53, 1101.06, 1086.52, 1092.06
01/07/20, 1080.13, 1095.08, 1079.63, 1088.77
01/06/20, 1087.78, 1090.28, 1076.96, 1080.33
01/03/20, 1094.24, 1098.07, 1090.41, 1091.15
01/02/20, 1111.64, 1114.20, 1100.86, 1106.12
12/31/19, 1096.91, 1102.88, 1095.64, 1099.33
12/30/19, 1101.88, 1106.38, 1097.40, 1098.31
12/27/19, 1109.41, 1109.53, 1097.40, 1099.25
12/26/19, 1111.09, 1113.65, 1105.22, 1110.98
12/24/19, 1103.55, 1112.17, 1103.29, 1105.22
12/23/19, 1098.10, 1102.79, 1097.51, 1102.79
12/20/19, 1101.55, 1104.29, 1092.95, 1094.58
12/19/19, 1104.31, 1106.76, 1099.36, 1099.67
12/18/19, 1103.23, 1105.33, 1097.99, 1103.37
12/17/19, 1094.41, 1106.16, 1094.18, 1104.07
12/16/19, 1112.78, 1113.66, 1093.16, 1093.45
12/13/19, 1109.91, 1120.50, 1093.06, 1098.66
12/12/19, 1084.33, 1110.50, 1082.74, 1109.11
12/11/19, 1082.79, 1091.57, 1082.42, 1087.33
12/10/19, 1079.49, 1086.84, 1076.74, 1079.72
12/09/19, 1081.97, 1092.37, 1080.72, 1081.00
12/06/19, 1063.70, 1083.37, 1063.70, 1078.60
12/05/19, 1054.53, 1057.31, 1046.16, 1055.87
12/04/19, 1048.16, 1060.07, 1046.65, 1052.56
12/03/19, 1035.85, 1037.22, 1024.74, 1037.15
12/02/19, 1044.19, 1058.32, 1044.19, 1054.94
11/29/19, 1049.42, 1057.51, 1042.86, 1043.79
11/27/19, 1053.15, 1057.51, 1045.86, 1057.51
11/26/19, 1052.74, 1055.83, 1045.49, 1053.79
11/25/19, 1037.91, 1056.98, 1037.27, 1051.67
11/22/19, 1024.60, 1037.87, 1024.60, 1032.78
11/21/19, 1004.88, 1014.04, 999.63, 1011.88
11/20/19, 1001.90, 1015.28, 995.56, 1001.98
11/19/19, 1021.21, 1021.82, 1005.06, 1010.51
11/18/19, 1008.02, 1011.72, 1000.57, 1011.16
11/15/19, 1008.16, 1017.84, 1008.16, 1014.16
11/14/19, 1002.98, 1007.95, 996.87, 1000.18
11/13/19, 1012.64, 1016.90, 1001.83, 1003.85
11/12/19, 1031.20, 1036.05, 1022.69, 1024.63
11/11/19, 1026.18, 1033.30, 1018.15, 1030.87
11/08/19, 1039.05, 1042.76, 1029.63, 1037.88
11/07/19, 1032.70, 1054.78, 1032.70, 1047.62
11/06/19, 1037.17, 1038.40, 1025.57, 1030.16
11/05/19, 1041.88, 1052.31, 1041.88, 1044.39
11/04/19, 1029.45, 1043.94, 1029.45, 1039.70
11/01/19, 997.07, 1028.02, 997.07, 1024.32
10/31/19, 988.04, 991.60, 973.34, 981.77
10/30/19, 997.29, 997.29, 985.91, 996.66
10/29/19, 1001.10, 1010.04, 1001.03, 1006.09
10/28/19, 987.53, 1006.73, 987.53, 1004.36
10/25/19, 976.76, 992.52, 975.12, 985.44
10/24/19, 980.66, 981.14, 959.83, 970.24
10/23/19, 973.90, 977.20, 967.90, 974.30
10/22/19, 962.67, 976.16, 957.54, 973.29
10/21/19, 959.77, 973.53, 959.77, 961.27
10/18/19, 953.76, 964.31, 952.55, 953.26
10/17/19, 956.92, 962.23, 947.88, 953.70
10/16/19, 963.74, 966.64, 947.29, 949.86
10/15/19, 961.52, 979.21, 955.74, 968.98
10/14/19, 977.79, 977.79, 960.42, 961.56
10/11/19, 947.99, 987.67, 947.99, 981.56
10/10/19, 925.22, 947.45, 925.04, 944.94
10/09/19, 924.05, 925.86, 909.53, 918.05
10/08/19, 925.44, 927.44, 916.99, 917.64
10/07/19, 941.51, 949.04, 933.61, 934.72
10/04/19, 934.42, 944.51, 934.17, 944.22
10/03/19, 922.59, 934.52, 912.30, 932.16
10/02/19, 939.94, 939.94, 919.68, 923.79
10/01/19, 965.29, 979.91, 950.86, 952.21
09/30/19, 960.83, 968.53, 951.32, 965.09
09/27/19, 960.72, 970.89, 957.65, 961.86
09/26/19, 974.28, 974.28, 956.75, 961.09
09/25/19, 952.80, 977.32, 950.02, 976.10
09/24/19, 982.09, 982.09, 954.32, 957.96
09/23/19, 972.57, 990.02, 968.59, 985.71
09/20/19, 993.24, 1001.47, 983.20, 986.94
09/19/19, 994.97, 1003.16, 990.48, 993.03
09/18/19, 1020.88, 1024.42, 998.60, 1009.25
09/17/19, 1028.39, 1028.39, 1008.75, 1022.43
09/16/19, 1026.91, 1038.48, 1024.81, 1031.81
09/13/19, 1044.32, 1047.24, 1033.70, 1035.27
09/12/19, 1024.81, 1031.85, 1009.13, 1027.94
09/11/19, 1001.89, 1021.68, 995.57, 1021.36
09/10/19, 975.32, 1001.78, 971.75, 1001.78
09/09/19, 948.29, 971.43, 948.29, 971.34
09/06/19, 952.92, 955.98, 943.93, 944.23
09/05/19, 940.73, 965.49, 940.73, 953.02
09/04/19, 906.99, 933.90, 906.99, 933.90
09/03/19, 927.11, 927.11, 899.65, 905.17
08/30/19, 931.75, 937.43, 923.42, 929.36
08/28/19, 883.38, 900.75, 878.49, 896.90
08/27/19, 898.37, 903.16, 883.48, 883.74
08/26/19, 900.11, 904.07, 889.02, 893.42
08/23/19, 912.32, 924.60, 890.25, 892.05
08/22/19, 928.61, 929.56, 910.51, 915.99
08/21/19, 930.23, 931.42, 921.01, 925.84
08/20/19, 926.04, 933.07, 918.17, 925.58
08/19/19, 930.91, 938.20, 926.04, 927.38
08/16/19, 908.33, 921.93, 905.99, 917.52
08/15/19, 916.20, 916.20, 890.87, 902.87
08/14/19, 937.31, 937.31, 912.93, 913.21
08/13/19, 927.82, 967.50, 925.41, 956.18
08/12/19, 950.89, 950.89, 926.90, 928.85
08/09/19, 976.61, 978.74, 956.81, 958.24
08/08/19, 977.64, 991.03, 976.51, 990.58
08/07/19, 978.93, 978.93, 954.58, 970.10
08/06/19, 983.28, 987.43, 963.68, 979.94
08/05/19, 989.08, 989.08, 969.23, 976.68
08/02/19, 1023.11, 1023.89, 1002.10, 1012.86
08/01/19, 1065.97, 1065.97, 1028.00, 1033.68
07/31/19, 1095.72, 1097.77, 1059.17, 1066.33
07/30/19, 1092.02, 1094.15, 1076.04, 1093.97
07/29/19, 1094.07, 1095.99, 1084.60, 1092.56
07/26/19, 1097.13, 1101.91, 1092.11, 1098.54
07/25/19, 1104.58, 1106.77, 1092.51, 1097.47
07/24/19, 1115.13, 1115.13, 1098.48, 1106.76
07/23/19, 1120.54, 1127.45, 1113.03, 1116.53
07/22/19, 1117.00, 1127.00, 1106.62, 1115.08
07/19/19, 1109.63, 1123.28, 1109.58, 1116.29
07/18/19, 1102.85, 1107.88, 1097.10, 1104.61
07/17/19, 1118.50, 1118.50, 1102.65, 1106.98
07/16/19, 1110.91, 1132.59, 1110.23, 1118.51
07/15/19, 1106.78, 1115.78, 1103.42, 1112.32
07/12/19, 1094.64, 1107.73, 1094.64, 1103.82
07/11/19, 1091.83, 1094.04, 1085.89, 1090.86
07/10/19, 1102.46, 1106.35, 1092.63, 1093.83
07/09/19, 1083.56, 1090.56, 1077.79, 1090.43
07/08/19, 1106.29, 1111.63, 1092.68, 1094.35
07/05/19, 1096.85, 1107.30, 1088.32, 1106.06
07/03/19, 1113.18, 1114.95, 1107.08, 1111.31
07/02/19, 1124.38, 1124.38, 1111.51, 1114.20
07/01/19, 1138.72, 1141.72, 1125.72, 1130.35
06/28/19, 1115.27, 1121.92, 1111.66, 1121.05
06/27/19, 1110.69, 1112.36, 1103.34, 1110.82
06/26/19, 1095.24, 1109.28, 1095.24, 1107.44
06/25/19, 1089.52, 1091.38, 1080.32, 1083.21
06/24/19, 1094.95, 1095.16, 1085.74, 1086.87
06/21/19, 1096.68, 1100.90, 1093.51, 1093.65
06/20/19, 1109.66, 1115.99, 1098.27, 1098.65
06/19/19, 1090.73, 1096.29, 1082.21, 1091.80
06/18/19, 1063.48, 1092.90, 1063.48, 1087.94
06/17/19, 1052.33, 1056.72, 1041.32, 1048.75
06/14/19, 1072.73, 1072.73, 1053.21, 1054.68
06/13/19, 1077.06, 1085.32, 1074.75, 1082.25
06/12/19, 1075.69, 1079.22, 1066.86, 1068.06
06/11/19, 1061.68, 1082.33, 1061.68, 1078.86
06/10/19, 1045.53, 1054.28, 1045.10, 1046.04
06/07/19, 1035.25, 1043.43, 1028.92, 1039.26
06/06/19, 1031.42, 1038.68, 1025.19, 1034.54
06/05/19, 1047.20, 1048.27, 1025.73, 1030.96
06/04/19, 1038.24, 1050.52, 1036.04, 1050.34
06/03/19, 1008.95, 1032.15, 1008.95, 1028.05
05/31/19, 1013.16, 1019.32, 1002.67, 1006.62
05/30/19, 1033.21, 1041.49, 1025.07, 1027.12
05/29/19, 1028.08, 1035.28, 1021.27, 1034.83
05/28/19, 1051.94, 1055.63, 1042.38, 1042.77
05/24/19, 1047.91, 1050.15, 1039.08, 1039.81
05/23/19, 1039.71, 1039.71, 1023.35, 1032.79
05/22/19, 1072.03, 1072.96, 1052.97, 1054.65
05/21/19, 1051.38, 1073.37, 1048.43, 1071.37
05/20/19, 1056.67, 1060.28, 1047.93, 1049.27
05/17/19, 1059.18, 1066.56, 1053.75, 1061.34
05/16/19, 1068.33, 1077.95, 1062.48, 1065.10
05/15/19, 1047.65, 1064.44, 1042.93, 1062.86
05/14/19, 1054.00, 1066.89, 1053.35, 1062.52
05/13/19, 1072.49, 1072.78, 1038.00, 1045.01
05/10/19, 1080.59, 1093.09, 1067.68, 1088.80
05/09/19, 1072.24, 1086.53, 1066.21, 1083.65
05/08/19, 1086.05, 1101.49, 1086.05, 1088.49
05/07/19, 1103.34, 1105.54, 1087.16, 1098.20
05/06/19, 1110.58, 1116.42, 1098.48, 1113.60
05/03/19, 1097.28, 1132.16, 1097.28, 1130.52
05/02/19, 1083.59, 1090.67, 1081.41, 1086.59
05/01/19, 1113.09, 1113.48, 1086.58, 1088.07
04/30/19, 1117.65, 1119.09, 1106.31, 1112.90
04/29/19, 1116.96, 1120.16, 1111.15, 1119.40
04/26/19, 1115.00, 1120.23, 1110.25, 1117.48
04/25/19, 1123.22, 1124.75, 1109.70, 1115.31
04/24/19, 1146.84, 1146.84, 1122.85, 1124.83
04/23/19, 1143.91, 1156.34, 1143.10, 1151.07
04/22/19, 1159.04, 1159.04, 1139.10, 1146.38
04/18/19, 1172.58, 1174.86, 1157.28, 1162.62
04/17/19, 1183.45, 1192.54, 1167.66, 1171.94
04/16/19, 1172.23, 1183.23, 1171.10, 1174.31
04/15/19, 1176.15, 1176.24, 1166.18, 1171.64
04/12/19, 1180.34, 1184.10, 1169.64, 1172.22
04/11/19, 1183.58, 1183.58, 1164.65, 1169.31
04/10/19, 1195.57, 1196.51, 1185.41, 1189.85
04/09/19, 1208.89, 1208.89, 1187.88, 1189.75
04/08/19, 1215.40, 1219.11, 1204.31, 1217.67
04/05/19, 1206.73, 1215.03, 1205.02, 1211.39
04/04/19, 1194.06, 1204.06, 1189.94, 1203.73
04/03/19, 1205.81, 1212.30, 1193.11, 1195.45
04/02/19, 1199.97, 1200.13, 1182.14, 1189.78
04/01/19, 1178.57, 1197.91, 1177.86, 1192.67
03/29/19, 1148.75, 1164.06, 1148.49, 1154.44
03/28/19, 1132.75, 1138.87, 1123.98, 1136.55
03/27/19, 1136.90, 1138.46, 1119.30, 1129.19
03/26/19, 1135.90, 1146.68, 1133.49, 1139.77
03/25/19, 1122.16, 1138.03, 1116.88, 1126.24
03/22/19, 1159.48, 1159.48, 1121.81, 1122.01
03/21/19, 1164.51, 1174.40, 1162.50, 1171.00
03/20/19, 1163.71, 1174.62, 1145.01, 1165.84
03/19/19, 1178.05, 1188.40, 1160.96, 1166.74
03/18/19, 1157.83, 1168.40, 1155.53, 1166.79
03/15/19, 1144.87, 1158.15, 1144.87, 1148.50
03/14/19, 1152.98, 1153.35, 1142.57, 1143.66
03/13/19, 1148.90, 1164.15, 1148.66, 1158.89
03/12/19, 1142.18, 1153.73, 1141.65, 1143.63
03/11/19, 1113.71, 1139.44, 1113.49, 1139.30
03/08/19, 1129.32, 1129.32, 1105.34, 1109.79
03/07/19, 1146.16, 1146.16, 1124.94, 1129.32
03/06/19, 1172.73, 1173.67, 1150.55, 1151.14
03/05/19, 1169.25, 1177.15, 1167.62, 1168.63
03/04/19, 1165.24, 1174.38, 1158.46, 1169.99
03/01/19, 1168.06, 1177.63, 1160.73, 1167.63
02/28/19, 1175.21, 1175.21, 1159.53, 1161.72
02/27/19, 1186.17, 1186.45, 1174.64, 1175.91
02/26/19, 1186.17, 1195.04, 1183.31, 1184.56
02/25/19, 1188.43, 1194.47, 1182.31, 1192.84
02/22/19, 1173.49, 1186.42, 1173.49, 1182.82
02/21/19, 1159.92, 1167.23, 1156.91, 1166.32
02/20/19, 1147.73, 1169.53, 1144.08, 1164.16
02/19/19, 1140.11, 1151.01, 1134.76, 1144.96
02/15/19, 1139.63, 1146.04, 1136.50, 1140.11
02/14/19, 1125.34, 1134.72, 1123.25, 1130.00
02/13/19, 1140.69, 1143.66, 1128.67, 1131.87
02/12/19, 1112.58, 1131.95, 1112.58, 1130.46
02/11/19, 1105.13, 1108.76, 1097.89, 1106.96
02/08/19, 1101.24, 1108.67, 1092.44, 1105.53
02/07/19, 1123.57, 1126.09, 1102.56, 1110.99
02/06/19, 1130.25, 1138.59, 1126.08, 1127.73
02/05/19, 1136.27, 1139.12, 1131.45, 1135.79
02/04/19, 1135.20, 1141.28, 1126.70, 1138.33
02/01/19, 1137.99, 1141.72, 1133.13, 1138.04
01/31/19, 1140.14, 1155.80, 1132.21, 1151.00
01/30/19, 1124.21, 1153.18, 1123.23, 1146.35
01/29/19, 1113.74, 1115.97, 1103.59, 1103.73
01/28/19, 1101.00, 1101.00, 1086.76, 1093.92
01/25/19, 1127.82, 1138.53, 1116.92, 1125.41
01/24/19, 1099.11, 1109.71, 1097.08, 1104.22
01/23/19, 1101.90, 1108.81, 1089.40, 1100.90
01/22/19, 1104.38, 1104.38, 1082.95, 1094.27
01/18/19, 1113.16, 1122.45, 1106.58, 1118.95
01/17/19, 1084.05, 1113.58, 1082.37, 1104.38
01/16/19, 1078.09, 1090.43, 1077.90, 1088.01
01/15/19, 1087.37, 1090.97, 1068.68, 1075.79
01/14/19, 1079.92, 1092.79, 1076.03, 1083.47
01/11/19, 1091.03, 1098.00, 1083.06, 1092.79
01/10/19, 1089.87, 1098.98, 1084.65, 1098.98
01/09/19, 1096.08, 1103.58, 1087.59, 1101.39
01/08/19, 1073.76, 1084.59, 1068.36, 1080.06
01/07/19, 1070.97, 1077.41, 1057.56, 1064.11
01/04/19, 1023.90, 1068.35, 1023.90, 1063.47
01/03/19, 1018.92, 1020.33, 996.90, 999.85
01/02/19, 991.34, 1026.20, 986.72, 1026.00
12/31/18, 1013.78, 1021.20, 997.69, 1013.13
12/28/18, 1013.35, 1023.35, 1007.05, 1010.70
12/27/18, 995.19, 1012.21, 984.42, 1012.16
12/26/18, 985.84, 1020.34, 979.44, 1020.30
12/24/18, 1001.57, 1005.73, 983.75, 983.75
12/21/18, 1016.68, 1027.30, 1000.32, 1002.11
12/20/18, 1025.25, 1036.92, 1003.26, 1013.42
12/19/18, 1050.04, 1067.76, 1012.17, 1016.86
12/18/18, 1040.28, 1050.34, 1038.91, 1042.83
12/17/18, 1044.49, 1064.54, 1027.98, 1031.85
12/14/18, 1040.69, 1053.88, 1034.49, 1037.42
12/13/18, 1059.71, 1065.46, 1051.33, 1054.71
12/12/18, 1041.85, 1066.85, 1041.85, 1051.68
12/11/18, 1055.50, 1061.09, 1033.67, 1041.85
12/10/18, 1051.69, 1053.72, 1027.02, 1036.90
12/07/18, 1090.92, 1100.02, 1055.44, 1058.35
12/06/18, 1069.35, 1083.15, 1055.00, 1083.15
12/04/18, 1129.42, 1134.35, 1098.90, 1100.23
12/03/18, 1127.84, 1144.47, 1125.84, 1133.11
11/30/18, 1088.64, 1099.05, 1088.46, 1098.77
11/29/18, 1092.51, 1101.70, 1084.98, 1096.11
11/28/18, 1069.04, 1097.94, 1047.15, 1097.56
11/27/18, 1073.76, 1079.29, 1056.38, 1063.65
11/26/18, 1096.58, 1108.04, 1085.07, 1089.60
11/23/18, 1110.61, 1110.61, 1099.14, 1102.87
11/21/18, 1137.04, 1155.66, 1135.35, 1144.85
11/20/18, 1156.57, 1156.57, 1118.53, 1126.00
11/19/18, 1180.96, 1183.75, 1164.62, 1171.74
11/16/18, 1179.03, 1191.08, 1174.50, 1186.42
11/15/18, 1153.58, 1183.64, 1151.60, 1180.20
11/14/18, 1161.94, 1171.30, 1141.00, 1154.88
11/13/18, 1158.17, 1180.47, 1153.88, 1163.41
11/12/18, 1180.81, 1181.59, 1159.78, 1161.03
11/09/18, 1190.40, 1194.58, 1167.19, 1181.76
